疾病名称	代码	父代码
脊椎结核并椎旁脓肿	A18.000x018+M49.0*	A18.000x018+M49
关节寒性脓肿[关节结核脓肿]	A18.000x019+M01.1*	A18.000x019+M01
肢体骨结核	A18.000x034+M90.0*	A18.000x034+M90
骨结核病	A18.000x035+M90.0*	A18.000x035+M90
第三楔骨结核	A18.000x042+M90.0*	A18.000x042+M90
结核性滑膜炎	A18.000x046+M68.0*	A18.000x046+M68
结核性脊柱前凸	A18.000x047+M49.0*	A18.000x047+M49
结核性脊柱侧弯	A18.000x048+M49.0*	A18.000x048+M49
脊柱骨脓肿[结核性脊柱骨脓肿]	A18.000x049+M49.0*	A18.000x049+M49
胸锁关节结核	A18.000x053+M01.1*	A18.000x053+M01
骶骨结核	A18.000x057+M49.0*	A18.000x057+M49
腱鞘结核	A18.000x058+M68.0*	A18.000x058+M68
胸骨结核	A18.000x060+M90.0*	A18.000x060+M90
结核性腱鞘炎	A18.000x062+M68.0*	A18.000x062+M68
结核性骨炎	A18.000x063+M90.0*	A18.000x063+M90
结核性骨髓炎	A18.000x064+M90.0*	A18.000x064+M90
结核性骨坏死	A18.000x065+M90.0*	A18.000x065+M90
颈椎结核性截瘫	A18.000x066+M49.0*	A18.000x066+M49
骨髓结核	A18.000x067+M90.0*	A18.000x067+M90
骨结核	A18.001+M90.0*	A18.001+M90
关节结核	A18.002+M01.1*	A18.002+M01
鼻骨结核	A18.003+M90.0*	A18.003+M90
下颌结核	A18.004+M90.0*	A18.004+M90
颈椎结核	A18.005+M49.0*	A18.005+M49
胸椎结核	A18.006+M49.0*	A18.006+M49
腰椎结核	A18.007+M49.0*	A18.007+M49
腰椎结核性窦道	A18.008+M90.0*	A18.008+M90
脊柱结核	A18.009+M49.0*	A18.009+M49
脊柱结核性脓肿	A18.010+M49.0*	A18.010+M49
结核性脊柱后凸	A18.011+M49.0*	A18.011+M49
脊柱结核性截瘫	A18.012+M49.0*	A18.012+M49
结核性脊柱裂	A18.013+M49.0*	A18.013+M49
肋骨结核	A18.014+M90.0*	A18.014+M90
耻骨结核	A18.015+M90.0*	A18.015+M90
肱骨结核	A18.016+M90.0*	A18.016+M90
桡骨结核	A18.017+M90.0*	A18.017+M90
尺骨结核	A18.018+M90.0*	A18.018+M90
掌骨结核	A18.019+M90.0*	A18.019+M90
指骨结核	A18.020+M90.0*	A18.020+M90
股骨结核	A18.021+M90.0*	A18.021+M90
胫骨结核	A18.022+M90.0*	A18.022+M90
腓骨结核	A18.023+M90.0*	A18.023+M90
跟骨结核	A18.024+M90.0*	A18.024+M90
楔骨结核	A18.025+M90.0*	A18.025+M90
趾骨结核	A18.026+M90.0*	A18.026+M90
肩关节结核	A18.027+M01.1*	A18.027+M01
肘关节结核	A18.028+M01.1*	A18.028+M01
腕关节结核	A18.029+M01.1*	A18.029+M01
指关节结核	A18.030+M01.1*	A18.030+M01
髋关节结核	A18.031+M01.1*	A18.031+M01
骶髂关节结核	A18.032+M49.0*	A18.032+M49
髋关节结核性滑膜炎	A18.033+M01.1*	A18.033+M01
膝关节结核	A18.034+M01.1*	A18.034+M01
膝关节结核性滑膜炎	A18.035+M01.1*	A18.035+M01
踝关节结核	A18.036+M01.1*	A18.036+M01
跖趾关节结核	A18.037+M01.1*	A18.037+M01
趾关节结核	A18.038+M01.1*	A18.038+M01
关节结核性风湿病	A18.039+M01.1*	A18.039+M01
关节结核性窦道	A18.040+M01.1*	A18.040+M01
滑膜结核	A18.041+M68.0*	A18.041+M68
肌腱结核	A18.042+M68.0*	A18.042+M68
关节结核性脓肿	A18.043+M01.1*	A18.043+M01
结核性关节炎	A18.044+M01.1*	A18.044+M01
泌尿生殖系统的结核	A18.1	A18
泌尿生殖系统的结核	A18.100	A18
精囊结核	A18.100x018+N51.8*	A18.100x018+N51
外阴结核	A18.100x019+N77.1*	A18.100x019+N77
阴囊结核	A18.100x020+N51.8*	A18.100x020+N51
结核性会阴瘘	A18.100x021+N37.8*	A18.100x021+N37
结核性尿道瘘	A18.100x022+N37.8*	A18.100x022+N37
结核性直肠阴道瘘	A18.100x024+N74.1*	A18.100x024+N74
结核性肾盂炎	A18.100x025+N29.1*	A18.100x025+N29
结核性输卵管炎	A18.100x026+N74.1*	A18.100x026+N74
结核性外阴溃疡	A18.100x030+N77.0*	A18.100x030+N77
男性盆腔结核	A18.100x031	A18
结核性盆腔炎	A18.100x032	A18
泌尿系统结核	A18.101	A18
生殖系统结核	A18.102	A18
肾结核	A18.103+N29.1*	A18.103+N29
结核性肾脓肿	A18.104+N29.1*	A18.104+N29
结核性肾盂积水	A18.105+N29.1*	A18.105+N29
输尿管结核	A18.106+N29.1*	A18.106+N29
结核性输尿管狭窄	A18.107+N29.1*	A18.107+N29
膀胱结核	A18.108+N33.0*	A18.108+N33
前列腺结核	A18.109+N51.0*	A18.109+N51
输精管结核	A18.110+N51.8*	A18.110+N51
子宫内膜结核	A18.111+N74.1*	A18.111+N74
子宫颈结核	A18.112+N74.0*	A18.112+N74
输卵管结核	A18.113+N74.1*	A18.113+N74
卵巢结核	A18.114+N74.1*	A18.114+N74
女性盆腔结核	A18.115+N74.1*	A18.115+N74
结核性阴囊瘘	A18.116+N51.8*	A18.116+N51
睾丸结核	A18.117+N51.1*	A18.117+N51
附睾结核	A18.118+N51.1*	A18.118+N51
阴茎结核	A18.119+N51.8*	A18.119+N51
结核性周围淋巴结病	A18.2	A18
结核性周围淋巴结病	A18.200	A18
颌下淋巴结结核	A18.200x002	A18
颏下淋巴结结核	A18.200x005	A18
淋巴结结核	A18.200x006	A18
周围淋巴结结核	A18.200x010	A18
头颈部结核性淋巴结炎	A18.201	A18
颊淋巴结结核	A18.202	A18
腮腺淋巴结结核	A18.203	A18
颈淋巴结结核	A18.205	A18
锁骨上淋巴结结核	A18.206	A18
腋下淋巴结结核	A18.207	A18
食管旁淋巴结结核	A18.208	A18
闭孔淋巴结结核	A18.209	A18
腹股沟淋巴结结核	A18.210	A18
结核性淋巴管炎	A18.211	A18
全身多发淋巴结结核	A18.212	A18
肠、腹膜和肠系膜淋巴结的结核	A18.3	A18
肠、腹膜和肠系膜淋巴结的结核	A18.300	A18
髂窝结核	A18.300x006+K67.3*	A18.300x006+K67
腹腔结核	A18.300x009+K93.0*	A18.300x009+K93
结核性胃结肠瘘	A18.300x013+K93.0*	A18.300x013+K93
结核性直肠瘘	A18.300x014+K93.0*	A18.300x014+K93
膈下结核性脓肿	A18.300x015+K93.0*	A18.300x015+K93
腹膜后结核	A18.300x016	A18
肝门淋巴结结核	A18.301	A18
阑尾结核	A18.302+K93.0*	A18.302+K93
肠结核	A18.303+K93.0*	A18.303+K93
结核性肠炎	A18.304+K93.0*	A18.304+K93
结肠结核瘤	A18.305+K93.0*	A18.305+K93
结核性肛瘘	A18.306+K93.0*	A18.306+K93
肛周结核	A18.307+K93.0*	A18.307+K93
腹腔淋巴结结核	A18.308	A18
结核性腹腔积液	A18.309	A18
腹膜后淋巴结结核	A18.310	A18
腹膜结核	A18.311+K93.0*	A18.311+K93
腹部结核性脓肿	A18.312+K93.0*	A18.312+K93
腹部结核性窦道	A18.313+K93.0*	A18.313+K93
结核性腹膜炎	A18.314+K67.3*	A18.314+K67
肠系膜结核	A18.315+K93.0*	A18.315+K93
肠系膜淋巴结结核	A18.316+K93.0*	A18.316+K93
髂窝结核性脓肿	A18.317	A18
髂窝淋巴结结核	A18.318	A18
皮肤和皮下组织的结核	A18.4	A18
皮肤和皮下组织的结核	A18.400	A18
播散性粟粒性狼疮	A18.400x001	A18
酒渣样结核疹	A18.400x006	A18
臀部结核	A18.400x010	A18
皮肤结核溃疡	A18.400x013	A18
疣状皮肤结核	A18.400x014	A18
外耳道结核	A18.400x018	A18
中耳结核	A18.400x019	A18
腰部结核性脓肿	A18.400x020	A18
足结核	A18.400x021	A18
肩部结核	A18.400x022	A18
皮肤结核	A18.401	A18
皮下组织结核	A18.402	A18
皮肤结核性窦道	A18.403	A18
瘰疬性皮肤结核	A18.404	A18
结核性皮肤脓肿	A18.405	A18
腹壁结核	A18.406	A18
皮下组织结核性窦道	A18.407	A18
结核性结节性红斑	A18.408	A18
结核性狼疮	A18.409	A18
寻常性狼疮	A18.410	A18
巴赞病	A18.411	A18
胸壁结核	A18.412	A18
眼结核	A18.5	A18
眼结核	A18.500	A18
眼眶结核	A18.500x002	A18
结核性视网膜脉络膜炎	A18.500x005+H32.0*	A18.500x005+H32
结膜结核	A18.500x008+H13.1*	A18.500x008+H13
脉络膜结核瘤	A18.500x010+H32.0*	A18.500x010+H32
结核性虹膜睫状体炎	A18.500x013+H22.0*	A18.500x013+H22
视网膜结核	A18.501+H32.0*	A18.501+H32
脉络膜结核	A18.502+H32.0*	A18.502+H32
视神经结核	A18.503+H48.8*	A18.503+H48
葡萄膜结核	A18.504+H22.0*	A18.504+H22
角膜结核	A18.506+H19.2*	A18.506+H19
巩膜结核	A18.507+H19.0*	A18.507+H19
耳结核	A18.6	A18
耳结核	A18.600	A18
结核性中耳炎	A18.601+H67.0*	A18.601+H67
肾上腺结核	A18.7+	A18
肾上腺结核	A18.700+E35.1*	A18.700+E35
结核性艾迪生病	A18.700x002+E35.1*	A18.700x002+E35
其他特指器官的结核	A18.8	A18
器官的结核，其他特指的	A18.800	A18
肺外结核	A18.800x001	A18
唇结核	A18.800x006+K93.8*	A18.800x006+K93
肌结核	A18.800x010+M63.0*	A18.800x010+M63
食管结核	A18.800x014+K23.0*	A18.800x014+K23
上臂内侧横纹肌结核	A18.800x022+M63.0*	A18.800x022+M63
牙龈结核	A18.800x025+K93.8*	A18.800x025+K93
腰大肌结核性脓肿	A18.800x027+M63.0*	A18.800x027+M63
腰肌结核	A18.800x028+M63.0*	A18.800x028+M63
结核性口腔溃疡	A18.800x034+K93.8*	A18.800x034+K93
垂体结核	A18.801+E35.8*	A18.801+E35
舌结核	A18.802+K93.8*	A18.802+K93
咀嚼肌结核	A18.803+M63.0*	A18.803+M63
腮腺结核	A18.804+K93.8*	A18.804+K93
颌下腺结核	A18.805+K93.8*	A18.805+K93
甲状腺结核	A18.806+E35.0*	A18.806+E35
结核性食管炎	A18.807+K23.0*	A18.807+K23
结核性心包炎	A18.808+I32.0*	A18.808+I32
结核性心包积液	A18.809+I32.0*	A18.809+I32
胸大肌结核	A18.810+M63.0*	A18.810+M63
乳腺结核	A18.811	A18
胃结核	A18.812+K93.8*	A18.812+K93
脾结核	A18.813+D77*	A18
肝结核	A18.814+K77.0*	A18.814+K77
胆管结核	A18.815+K87.0*	A18.815+K87
胆囊结核	A18.816+K87.0*	A18.816+K87
胰腺结核	A18.817+K87.1*	A18.817+K87
结核性腹主动脉炎	A18.818+I79.8*	A18.818+I79
结缔组织结核	A18.819+M36.8*	A18.819+M36
心内膜结核	A18.820+I39.8*	A18.820+I39
心肌结核	A18.821+I41.0*	A18.821+I41
结核性脑动脉炎	A18.822+I68.1*	A18.822+I68
	A19	
	粟粒性结核	
粟粒性结核	A19	
单个特指部位的急性粟粒性结核	A19.0	A19
单个特指部位的急性粟粒型结核	A19.000	A19
血行播散性肺结核（初治,单耐药）涂阳培阳	A19.000x001	A19
血行播散性肺结核（初治,单耐药）涂阴培阳	A19.000x002	A19
血行播散性肺结核（初治,多耐药）涂阳培阳	A19.000x003	A19
血行播散性肺结核（初治,多耐药）涂阴培阳	A19.000x004	A19
血行播散性肺结核（初治,广泛耐药）涂阳培阳	A19.000x005	A19
血行播散性肺结核（初治,广泛耐药）涂阴培阳	A19.000x006	A19
血行播散性肺结核（初治,耐多药）涂阳培阳	A19.000x007	A19
血行播散性肺结核（初治,耐多药）涂阴培阳	A19.000x008	A19
血行播散性肺结核（初治,药物敏感）涂阳培阳	A19.000x009	A19
血行播散性肺结核（初治,药物敏感）涂阴培阳	A19.000x010	A19
血行播散性肺结核（复治,单耐药）涂阳培阳	A19.000x011	A19
血行播散性肺结核（复治,单耐药）涂阴培阳	A19.000x012	A19
血行播散性肺结核（复治,多耐药）涂阳培阳	A19.000x013	A19
血行播散性肺结核（复治,多耐药）涂阴培阳	A19.000x014	A19
血行播散性肺结核（复治,广泛耐药）涂阳培阳	A19.000x015	A19
血行播散性肺结核（复治,广泛耐药）涂阴培阳	A19.000x016	A19
血行播散性肺结核（复治,耐多药）涂阳培阳	A19.000x017	A19
血行播散性肺结核（复治,耐多药）涂阴培阳	A19.000x018	A19
血行播散性肺结核（复治,药物敏感）涂阳培阳	A19.000x019	A19
血行播散性肺结核（复治,药物敏感）涂阴培阳	A19.000x020	A19
急性血行播散型肺结核	A19.001	A19
多个部位的急性粟粒性结核	A19.1	A19
多个部位的急性粟粒型结核	A19.100	A19
未特指的急性粟粒性结核	A19.2	A19
急性粟粒型结核	A19.200	A19
急性血行播散性结核	A19.200x001	A19
其他粟粒性结核	A19.8	A19
粟粒型结核,其他的	A19.800	A19
亚急性血行播散型肺结核	A19.801	A19
慢性血行播散型肺结核	A19.802	A19
亚急性血行播散型结核	A19.803	A19
未特指的粟粒性结核	A19.9	A19
粟粒型结核	A19.900	A19
全身血行播散性结核	A19.900x004	A19
结核性多浆膜腔积液	A19.900x005	A19
结核性多浆膜炎	A19.901	A19
全身性粟粒型结核	A19.902	A19
	A20	
	鼠疫	
鼠疫	A20	
腺鼠疫[腹股沟淋巴结鼠疫]	A20.0	A20
腺鼠疫[腹股沟淋巴结鼠疫]	A20.000	A20
腺鼠疫	A20.000x001	A20
蜂窝织皮下型鼠疫	A20.1	A20
蜂窝织皮下型鼠疫	A20.100	A20
皮肤型鼠疫	A20.101	A20
肺鼠疫	A20.2	A20
肺鼠疫	A20.200	A20
脑膜炎型鼠疫	A20.3	A20
脑膜炎型鼠疫	A20.300	A20
脓毒症型鼠疫	A20.7	A20
脓毒症型鼠疫	A20.700	A20
其他形式的鼠疫	A20.8	A20
鼠疫，其他形式的	A20.800	A20
肠鼠疫	A20.800x004	A20
眼鼠疫	A20.800x005	A20
顿挫性鼠疫	A20.801	A20
无症状鼠疫	A20.802	A20
轻型鼠疫	A20.803	A20
未特指的鼠疫	A20.9	A20
鼠疫	A20.900	A20
鼠疫菌病[鼠疫耶尔森菌病]	A20.900x002	A20
	A21	
	土拉菌病[兔热病]	
土拉菌病[兔热病]	A21	
溃疡腺型土拉菌病	A21.0	A21
溃疡腺型土拉菌病	A21.000	A21
眼腺型土拉菌病	A21.1	A21
眼腺型土拉菌病	A21.100	A21
肺土拉菌病	A21.2	A21
肺土拉菌病	A21.200	A21
肺型土拉菌病	A21.201+J17.0*	A21.201+J17
胃肠土拉菌病	A21.3	A21
胃肠土拉菌病	A21.300	A21
咽腺型土拉菌病	A21.300x002	A21
腹部土拉菌病	A21.301	A21
全身性土拉菌病	A21.7	A21
全身性土拉菌病	A21.700	A21
土拉菌脓毒症	A21.700x002	A21
其他形式的土拉菌病	A21.8	A21
土拉菌病，其他形式的	A21.800	A21
伤寒中毒型土拉菌病	A21.800x001	A21
未特指的土拉菌病	A21.9	A21
土拉菌病	A21.900	A21
兔热病	A21.900x001	A21
	A22	
	炭疽	
炭疽	A22	
皮肤炭疽	A22.0	A22
皮肤炭疽	A22.000	A22
肺炭疽	A22.1	A22
肺炭疽	A22.100	A22
职业性炭疽	A22.100x003	A22
炭疽肺炎	A22.102+J17.0*	A22.102+J17
胃肠炭疽	A22.2	A22
胃肠炭疽	A22.200	A22
肠炭疽	A22.200x001	A22
炭疽性脓毒症	A22.7	A22
炭疽性脓毒症	A22.700	A22
其他形式的炭疽	A22.8	A22
炭疽，其他形式的	A22.800	A22
炭疽脑膜炎	A22.801+G01*	A22
未特指的炭疽	A22.9	A22
炭疽	A22.900	A22
	A23	
	布氏菌病	
布氏菌病	A23	
马耳他布氏菌病	A23.0	A23
马耳他布氏菌病	A23.000	A23
羊布氏杆菌病	A23.000x001	A23
流产布氏菌病	A23.1	A23
流产布氏菌病	A23.100	A23
牛布氏菌病	A23.100x001	A23
猪布氏菌病	A23.2	A23
猪布氏菌病	A23.200	A23
犬布氏菌病	A23.3	A23
犬布氏菌病	A23.300	A23
其他布氏菌病	A23.8	A23
布氏菌病，其他的	A23.800	A23
未特指的布氏菌病	A23.9	A23
布氏菌病	A23.900	A23
布氏杆菌病[波状热]	A23.900x001	A23
布氏杆菌性葡萄膜炎	A23.900x003	A23
慢性布氏杆菌病	A23.900x004	A23
布氏杆菌性脑炎	A23.900x005+G05.0*	A23.900x005+G05
布氏杆菌多发性神经根神经病	A23.900x006	A23
布氏菌病脊柱炎	A23.901+M49.1*	A23.901+M49
布氏菌病关节炎	A23.902+M01.3*	A23.902+M01
布氏菌病肾小管-间质病变	A23.903+N16.0*	A23.903+N16
	A24	
	鼻疽和类鼻疽	
鼻疽和类鼻疽	A24	
鼻疽	A24.0	A24
鼻疽	A24.000	A24
马皮疽伯克霍尔德菌感染	A24.000x002	A24
鼻疽假单胞菌感染性鼻疽	A24.001	A24
鼻疽伯克霍德菌感染性鼻疽	A24.002	A24
急性和暴发性类鼻疽	A24.1	A24
急性和暴发性类鼻疽	A24.100	A24
类鼻疽脓毒症	A24.100x002	A24
类鼻疽肺炎	A24.100x003	A24
急性类鼻疽	A24.101	A24
暴发性类鼻疽	A24.102	A24
亚急性和慢性类鼻疽	A24.2	A24
亚急性和慢性类鼻疽	A24.200	A24
亚急性类鼻疽	A24.201	A24
慢性类鼻疽	A24.202	A24
其他类鼻疽	A24.3	A24
类鼻疽，其他的	A24.300	A24
未特指的类鼻疽	A24.4	A24
类鼻疽	A24.400	A24
	A25	
	鼠咬热	
鼠咬热	A25	
螺菌病	A25.0	A25
螺菌病	A25.000	A25
小螺菌鼠咬热	A25.000x001	A25
链杆菌病	A25.1	A25
链杆菌病	A25.100	A25
念珠状链杆菌鼠咬热	A25.100x001	A25
未特指的鼠咬热	A25.9	A25
鼠咬热	A25.900	A25
	A26	
	类丹毒	
类丹毒	A26	
皮肤类丹毒	A26.0	A26
皮肤类丹毒	A26.000	A26
丹毒丝菌脓毒症	A26.7	A26
丹毒丝菌脓毒症	A26.700	A26
类丹毒脓毒症	A26.700x001	A26
其他形式的类丹毒	A26.8	A26
类丹毒，其他形式的	A26.800	A26
播散性类丹毒	A26.800x001	A26
未特指的类丹毒	A26.9	A26
类丹毒	A26.900	A26
丹毒丝菌感染	A26.900x002	A26
	A27	
	钩端螺旋体病	
钩端螺旋体病	A27	
出血性黄疸钩端螺旋体病	A27.0	A27
出血性黄疸钩端螺旋体病	A27.000	A27
其他形式的钩端螺旋体病	A27.8	A27
钩端螺旋体病，其他形式的	A27.800	A27
流感伤寒型钩端螺旋体病	A27.800x001	A27
未特指的钩端螺旋体病	A27.9	A27
钩端螺旋体病	A27.900	A27
钩端螺旋体病感染中毒型	A27.900x002	A27
钩端螺旋体病肺出血型	A27.900x004	A27
钩端螺旋体病肾衰竭型	A27.900x005	A27
钩端螺旋体病脑膜脑炎型	A27.900x006	A27
	A28	
	其他动物源性细菌性疾病，不可归类在他处者	
其他动物源性细菌性疾病，不可归类在他处者	A28	
巴斯德菌病	A28.0	A28
巴斯德菌病	A28.000	A28
巴斯德菌脓毒症	A28.001	A28
猫抓病	A28.1	A28
猫抓病	A28.100	A28
肠外耶尔森菌病	A28.2	A28
肠外耶尔森菌病	A28.200	A28
其他特指的动物源性细菌性疾病，不可归类在他处者	A28.8	A28
动物源性细菌性疾病，其他特指的，不可归类在他处者	A28.800	A28
人感染猪链球菌	A28.801	A28
未特指的动物源性细菌性疾病	A28.9	A28
动物源性细菌性疾病	A28.900	A28
	A30	
	麻风[汉森病]	
麻风[汉森病]	A30	
未定类麻风	A30.0	A30
未定类麻风	A30.000	A30
未定类（I）麻风	A30.000x001	A30
结核样型麻风	A30.1	A30
结核样型麻风	A30.100	A30
结核样型（TT）麻风	A30.100x001	A30
麻风性穿孔性足溃疡	A30.100x003	A30
偏结核样型界线类麻风	A30.2	A30
偏结核样型界线类麻风	A30.200	A30
界限结核样型（BT）麻风	A30.200x001	A30
中间界线类麻风	A30.3	A30
中间界线类麻风	A30.300	A30
界线类（BB）麻风	A30.300x001	A30
混合型麻风	A30.300x002	A30
偏瘤型界线类麻风	A30.4	A30
偏瘤型界线类麻风	A30.400	A30
界限瘤型（BL）麻风	A30.400x001	A30
近瘤型中间型麻风	A30.400x002	A30
瘤型麻风	A30.5	A30
瘤型麻风	A30.500	A30
瘤型（LL）麻风	A30.500x001	A30
其他形式的麻风	A30.8	A30
麻风，其他形式的	A30.800	A30
未特指的麻风	A30.9	A30
麻风	A30.900	A30
麻木型麻风	A30.900x002	A30
斑疹麻木型麻风	A30.900x003	A30
斑疹性麻风	A30.900x004	A30
神经性麻风	A30.900x005	A30
麻风性点状角膜炎	A30.900x006+H19.2*	A30.900x006+H19
麻风性脉络膜炎	A30.900x007+H32.0*	A30.900x007+H32
麻风性神经病	A30.900x008	A30
	A31	
	其他分枝杆菌感染	
其他分枝杆菌感染	A31	
肺分枝杆菌感染	A31.0	A31
肺分枝杆菌感染	A31.000	A31
肺非结核分枝杆菌病	A31.000x001	A31
堪萨斯分枝杆菌感染	A31.000x004	A31
胞内分枝杆菌感染	A31.000x005	A31
肺非典型分枝杆菌病	A31.001	A31
鸟-胞内复合分枝杆菌感染	A31.002	A31
皮肤分枝杆菌感染	A31.1	A31
皮肤分枝杆菌感染	A31.100	A31
溃疡分枝杆菌感染	A31.100x002	A31
伯鲁里溃疡	A31.101	A31
海分枝杆菌感染	A31.102	A31
其他分枝杆菌感染	A31.8	A31
分枝杆菌感染，其他的	A31.800	A31
猿猴分枝杆菌感染	A31.800x001	A31
瘰疬分枝杆菌感染	A31.800x002	A31
